0.8,500,0.008,4,0.00,0.03
0.8,500,0.01,4,0.00,0.03
0.8,500,0.006,4,0.00,0.027273
0.8,500,0.008,4,0.00,0.027273
0.8,500,0.005,4,0.00,0.025
0.8,500,0.006,4,0.00,0.025
0.8,500,0.004,4,0.00,0.023077
0.8,500,0.005,4,0.00,0.023077
0.8,500,0.003,4,0.00,0.021429
0.8,500,0.004,4,0.00,0.021429
0.8,500,0.0025,4,0.00,0.02
0.8,500,0.003,4,0.00,0.02
0.8,500,0.002,4,0.00,0.01875
0.8,500,0.0025,4,0.00,0.01875
0.8,500,0.0013,4,0.00,0.017647
0.8,500,0.0015,4,0.00,0.017647
0.8,500,0.0008,4,0.00,0.016667
0.8,500,0.001,4,0.00,0.016667
0.8,500,0.0005,4,0.00,0.015789
