0.75,16,900,0,0,1.0,0.0,4,0.5,0.012
0.75,16,900,0,0,1.0,0.0,4,0.5,0.016
0.75,16,900,0,0,1.0,0.0,4,0.5,0.02
0.75,16,900,0,0,1.0,0.0,4,0.5,0.025
0.75,16,900,0,0,1.0,0.0,4,0.5,0.03
0.75,16,900,0,0,1.0,0.0,4,0.5,0.04
0.75,16,900,0,0,1.0,0.0,4,0.5,0.05
0.75,16,900,0,0,1.0,0.0,4,0.55,0.01
0.75,16,900,0,0,1.0,0.0,4,0.55,0.012
0.75,16,900,0,0,1.0,0.0,4,0.55,0.016
0.75,16,900,0,0,1.0,0.0,4,0.55,0.02
0.75,16,900,0,0,1.0,0.0,4,0.55,0.025
0.75,16,900,0,0,1.0,0.0,4,0.55,0.03
0.75,16,900,0,0,1.0,0.0,4,0.55,0.04
0.75,16,900,0,0,1.0,0.0,4,0.55,0.05
0.75,16,900,0,0,1.0,0.0,4,0.6,0.008
0.75,16,900,0,0,1.0,0.0,4,0.6,0.01
0.75,16,900,0,0,1.0,0.0,4,0.6,0.012
0.75,16,900,0,0,1.0,0.0,4,0.6,0.016
0.75,16,900,0,0,1.0,0.0,4,0.6,0.02
0.75,16,900,0,0,1.0,0.0,4,0.6,0.025
0.75,16,900,0,0,1.0,0.0,4,0.6,0.03
0.75,16,500,0,0,1.0,0.0,4,0.6,0.04
0.75,16,600,0,0,1.0,0.0,4,0.65,0.006
0.75,16,600,0,0,1.0,0.0,4,0.65,0.008
0.75,16,600,0,0,1.0,0.0,4,0.65,0.01
0.75,16,600,0,0,1.0,0.0,4,0.65,0.012
0.75,16,600,0,0,1.0,0.0,4,0.65,0.016
0.75,16,600,0,0,1.0,0.0,4,0.65,0.02
0.75,16,600,0,0,1.0,0.0,4,0.65,0.025
0.75,16,600,0,0,1.0,0.0,4,0.65,0.03
0.75,16,600,0,0,1.0,0.0,4,0.7,0.005
0.75,16,600,0,0,1.0,0.0,4,0.7,0.006
0.75,16,600,0,0,1.0,0.0,4,0.7,0.008
0.75,16,600,0,0,1.0,0.0,4,0.7,0.01
0.75,16,600,0,0,1.0,0.0,4,0.7,0.012
0.75,16,600,0,0,1.0,0.0,4,0.7,0.016
0.75,16,600,0,0,1.0,0.0,4,0.7,0.02
0.75,16,600,0,0,1.0,0.0,4,0.7,0.025
0.75,16,600,0,0,1.0,0.0,4,0.75,0.004
0.75,16,600,0,0,1.0,0.0,4,0.75,0.005
0.75,16,600,0,0,1.0,0.0,4,0.75,0.006
0.75,16,600,0,0,1.0,0.0,4,0.75,0.008
0.75,16,600,0,0,1.0,0.0,4,0.75,0.01
0.75,16,600,0,0,1.0,0.0,4,0.75,0.012
0.75,16,600,0,0,1.0,0.0,4,0.75,0.016
0.75,16,600,0,0,1.0,0.0,4,0.75,0.02
0.75,16,300,0,0,1.0,0.0,4,0.8,0.003
0.75,16,300,0,0,1.0,0.0,4,0.8,0.004
0.75,16,300,0,0,1.0,0.0,4,0.8,0.005
0.75,16,300,0,0,1.0,0.0,4,0.8,0.006
0.75,16,300,0,0,1.0,0.0,4,0.8,0.008
0.75,16,300,0,0,1.0,0.0,4,0.8,0.01
0.75,16,300,0,0,1.0,0.0,4,0.8,0.012
0.75,16,300,0,0,1.0,0.0,4,0.85,0.002
0.75,16,300,0,0,1.0,0.0,4,0.85,0.0025
0.75,16,300,0,0,1.0,0.0,4,0.85,0.003
0.75,16,300,0,0,1.0,0.0,4,0.85,0.004
0.75,16,300,0,0,1.0,0.0,4,0.85,0.005
0.75,16,300,0,0,1.0,0.0,4,0.85,0.006
0.75,16,300,0,0,1.0,0.0,4,0.85,0.008
0.75,16,300,0,0,1.0,0.0,4,0.85,0.01
0.75,16,100,0,0,1.0,0.0,4,0.9,0.0013
0.75,16,100,0,0,1.0,0.0,4,0.9,0.0015
0.75,16,100,0,0,1.0,0.0,4,0.9,0.002
0.75,16,100,0,0,1.0,0.0,4,0.9,0.0025
0.75,16,100,0,0,1.0,0.0,4,0.9,0.003
0.75,16,100,0,0,1.0,0.0,4,0.9,0.004
0.75,16,100,0,0,1.0,0.0,4,0.9,0.005
0.75,16,100,0,0,1.0,0.0,4,0.9,0.006
0.75,16,100,0,0,1.0,0.0,4,0.95,0.0006
0.75,16,100,0,0,1.0,0.0,4,0.95,0.0008
0.75,16,100,0,0,1.0,0.0,4,0.95,0.001
0.75,16,100,0,0,1.0,0.0,4,0.95,0.0013
0.75,16,100,0,0,1.0,0.0,4,0.95,0.0015
0.75,16,100,0,0,1.0,0.0,4,0.95,0.002
0.75,16,100,0,0,1.0,0.0,4,0.95,0.0025
0.75,16,100,0,0,1.0,0.0,4,0.95,0.003
