0.25,16,1200,0,0,1.0,0.0,4,0.25,0.3,2100
0.25,16,1200,0,0,1.0,0.0,4,0.3,0.25,2100
0.25,16,1200,0,0,1.0,0.0,4,0.3,0.3,2100
0.25,16,1200,0,0,1.0,0.0,4,0.35,0.2,2100
0.25,16,1200,0,0,1.0,0.0,4,0.35,0.25,2100
0.25,16,1200,0,0,1.0,0.0,4,0.35,0.3,2100
0.25,16,900,0,0,1.0,0.0,4,0.4,0.3,2100
0.25,16,900,0,0,1.0,0.0,4,0.45,0.2,2100
0.25,16,900,0,0,1.0,0.0,4,0.45,0.25,2100
0.25,16,900,0,0,1.0,0.0,4,0.45,0.3,2100
0.25,16,900,0,0,1.0,0.0,4,0.5,0.16,2100
0.25,16,900,0,0,1.0,0.0,4,0.5,0.2,2100
0.25,16,900,0,0,1.0,0.0,4,0.5,0.25,2100
0.25,16,900,0,0,1.0,0.0,4,0.5,0.3,2100
0.25,16,900,0,0,1.0,0.0,4,0.55,0.125,2100
0.25,16,900,0,0,1.0,0.0,4,0.55,0.16,2100
0.25,16,900,0,0,1.0,0.0,4,0.55,0.2,2100
0.25,16,900,0,0,1.0,0.0,4,0.55,0.25,2100
0.25,16,900,0,0,1.0,0.0,4,0.55,0.3,2100
0.25,16,600,0,0,1.0,0.0,4,0.6,0.08,2100
0.25,16,600,0,0,1.0,0.0,4,0.6,0.1,2100
0.25,16,600,0,0,1.0,0.0,4,0.6,0.125,2100
0.25,16,600,0,0,1.0,0.0,4,0.6,0.16,2100
0.25,16,600,0,0,1.0,0.0,4,0.6,0.2,2100
0.25,16,600,0,0,1.0,0.0,4,0.6,0.25,2100
0.25,16,600,0,0,1.0,0.0,4,0.6,0.3,2100
0.25,16,600,0,0,1.0,0.0,4,0.65,0.063,2100
0.25,16,600,0,0,1.0,0.0,4,0.65,0.08,2100
0.25,16,600,0,0,1.0,0.0,4,0.65,0.1,2100
0.25,16,600,0,0,1.0,0.0,4,0.65,0.125,2100
0.25,16,600,0,0,1.0,0.0,4,0.65,0.16,2100
0.25,16,600,0,0,1.0,0.0,4,0.65,0.2,2100
0.25,16,600,0,0,1.0,0.0,4,0.65,0.25,2100
0.25,16,600,0,0,1.0,0.0,4,0.7,0.04,2100
0.25,16,600,0,0,1.0,0.0,4,0.7,0.05,2100
0.25,16,600,0,0,1.0,0.0,4,0.7,0.063,2100
0.25,16,600,0,0,1.0,0.0,4,0.7,0.08,2100
0.25,16,600,0,0,1.0,0.0,4,0.7,0.1,2100
0.25,16,600,0,0,1.0,0.0,4,0.7,0.125,2100
0.25,16,600,0,0,1.0,0.0,4,0.7,0.16,2100
0.25,16,300,0,0,1.0,0.0,4,0.75,0.025,2100
0.25,16,300,0,0,1.0,0.0,4,0.75,0.03,2100
0.25,16,300,0,0,1.0,0.0,4,0.75,0.04,2100
0.25,16,300,0,0,1.0,0.0,4,0.75,0.05,2100
0.25,16,300,0,0,1.0,0.0,4,0.75,0.063,2100
0.25,16,300,0,0,1.0,0.0,4,0.75,0.08,2100
0.25,16,300,0,0,1.0,0.0,4,0.75,0.1,2100
0.25,16,300,0,0,1.0,0.0,4,0.8,0.016,2100
0.25,16,300,0,0,1.0,0.0,4,0.8,0.02,2100
0.25,16,300,0,0,1.0,0.0,4,0.8,0.025,2100
0.25,16,300,0,0,1.0,0.0,4,0.8,0.03,2100
0.25,16,300,0,0,1.0,0.0,4,0.8,0.04,2100
0.25,16,300,0,0,1.0,0.0,4,0.8,0.05,2100
0.25,16,300,0,0,1.0,0.0,4,0.8,0.063,2100
0.25,16,300,0,0,1.0,0.0,4,0.85,0.008,2100
0.25,16,300,0,0,1.0,0.0,4,0.85,0.01,2100
0.25,16,300,0,0,1.0,0.0,4,0.85,0.012,2100
0.25,16,300,0,0,1.0,0.0,4,0.85,0.016,2100
0.25,16,300,0,0,1.0,0.0,4,0.85,0.02,2100
0.25,16,300,0,0,1.0,0.0,4,0.85,0.025,2100
0.25,16,300,0,0,1.0,0.0,4,0.85,0.03,2100
0.25,16,100,0,0,1.0,0.0,4,0.9,0.004,2100
0.25,16,100,0,0,1.0,0.0,4,0.9,0.005,2100
0.25,16,100,0,0,1.0,0.0,4,0.9,0.006,2100
0.25,16,100,0,0,1.0,0.0,4,0.9,0.008,2100
0.25,16,100,0,0,1.0,0.0,4,0.9,0.01,2100
0.25,16,100,0,0,1.0,0.0,4,0.9,0.012,2100
0.25,16,100,0,0,1.0,0.0,4,0.9,0.016,2100
