0.25,16,1500,0,0,1.0,0.0,4,0.2,0.2,1800
0.25,16,1500,0,0,1.0,0.0,4,0.2,0.25,1800
0.25,16,1500,0,0,1.0,0.0,4,0.2,0.3,1800
0.25,16,1200,0,0,1.0,0.0,4,0.25,0.16,1800
0.25,16,1200,0,0,1.0,0.0,4,0.25,0.2,1800
0.25,16,1200,0,0,1.0,0.0,4,0.25,0.25,1800
0.25,16,1200,0,0,1.0,0.0,4,0.3,0.125,1800
0.25,16,1200,0,0,1.0,0.0,4,0.3,0.16,1800
0.25,16,1200,0,0,1.0,0.0,4,0.3,0.2,1800
0.25,16,1200,0,0,1.0,0.0,4,0.35,0.1,1800
0.25,16,1200,0,0,1.0,0.0,4,0.35,0.125,1800
0.25,16,1200,0,0,1.0,0.0,4,0.35,0.16,1800
0.25,16,900,0,0,1.0,0.0,4,0.4,0.16,1800
0.25,16,900,0,0,1.0,0.0,4,0.4,0.2,1800
0.25,16,900,0,0,1.0,0.0,4,0.4,0.25,1800
0.25,16,900,0,0,1.0,0.0,4,0.45,0.1,1800
0.25,16,900,0,0,1.0,0.0,4,0.45,0.125,1800
0.25,16,900,0,0,1.0,0.0,4,0.45,0.16,1800
0.25,16,900,0,0,1.0,0.0,4,0.5,0.08,1800
0.25,16,900,0,0,1.0,0.0,4,0.5,0.1,1800
0.25,16,900,0,0,1.0,0.0,4,0.5,0.125,1800
0.25,16,900,0,0,1.0,0.0,4,0.55,0.063,1800
0.25,16,900,0,0,1.0,0.0,4,0.55,0.08,1800
0.25,16,900,0,0,1.0,0.0,4,0.55,0.1,1800
0.25,16,600,0,0,1.0,0.0,4,0.6,0.04,1800
0.25,16,600,0,0,1.0,0.0,4,0.6,0.05,1800
0.25,16,600,0,0,1.0,0.0,4,0.6,0.063,1800
0.25,16,600,0,0,1.0,0.0,4,0.65,0.03,1800
0.25,16,600,0,0,1.0,0.0,4,0.65,0.04,1800
0.25,16,600,0,0,1.0,0.0,4,0.65,0.05,1800
0.25,16,600,0,0,1.0,0.0,4,0.7,0.02,1800
0.25,16,600,0,0,1.0,0.0,4,0.7,0.025,1800
0.25,16,600,0,0,1.0,0.0,4,0.7,0.03,1800
0.25,16,300,0,0,1.0,0.0,4,0.75,0.016,1800
0.25,16,300,0,0,1.0,0.0,4,0.75,0.02,1800
0.25,16,300,0,0,1.0,0.0,4,0.8,0.008,1800
0.25,16,300,0,0,1.0,0.0,4,0.8,0.01,1800
0.25,16,300,0,0,1.0,0.0,4,0.8,0.012,1800
0.25,16,300,0,0,1.0,0.0,4,0.85,0.004,1800
0.25,16,300,0,0,1.0,0.0,4,0.85,0.005,1800
0.25,16,300,0,0,1.0,0.0,4,0.85,0.006,1800
0.25,16,100,0,0,1.0,0.0,4,0.9,0.002,1800
0.25,16,100,0,0,1.0,0.0,4,0.9,0.0025,1800
0.25,16,100,0,0,1.0,0.0,4,0.9,0.003,1800
0.25,16,100,0,0,1.0,0.0,4,0.95,0.0005,1800
0.25,16,100,0,0,1.0,0.0,4,0.95,0.0006,1800
