0.75,32,900,0,0,1.0,0.0,4,0.5,0.002
0.75,32,900,0,0,1.0,0.0,4,0.5,0.0025
0.75,32,900,0,0,1.0,0.0,4,0.5,0.003
0.75,32,900,0,0,1.0,0.0,4,0.5,0.004
0.75,32,900,0,0,1.0,0.0,4,0.5,0.005
0.75,32,900,0,0,1.0,0.0,4,0.5,0.006
0.75,32,900,0,0,1.0,0.0,4,0.5,0.008
0.75,32,900,0,0,1.0,0.0,4,0.5,0.01
0.75,32,900,0,0,1.0,0.0,4,0.5,0.012
0.75,32,900,0,0,1.0,0.0,4,0.5,0.016
0.75,32,900,0,0,1.0,0.0,4,0.5,0.02
0.75,32,900,0,0,1.0,0.0,4,0.5,0.025
0.75,32,900,0,0,1.0,0.0,4,0.5,0.03
0.75,32,900,0,0,1.0,0.0,4,0.5,0.04
0.75,32,900,0,0,1.0,0.0,4,0.5,0.05
0.75,32,900,0,0,1.0,0.0,4,0.5,0.063
0.75,32,900,0,0,1.0,0.0,4,0.5,0.08
0.75,32,900,0,0,1.0,0.0,4,0.5,0.1
0.75,32,900,0,0,1.0,0.0,4,0.5,0.125
0.75,32,900,0,0,1.0,0.0,4,0.55,0.0015
0.75,32,900,0,0,1.0,0.0,4,0.55,0.002
0.75,32,900,0,0,1.0,0.0,4,0.55,0.0025
0.75,32,900,0,0,1.0,0.0,4,0.55,0.003
0.75,32,900,0,0,1.0,0.0,4,0.55,0.004
0.75,32,900,0,0,1.0,0.0,4,0.55,0.005
0.75,32,900,0,0,1.0,0.0,4,0.55,0.006
0.75,32,900,0,0,1.0,0.0,4,0.55,0.008
0.75,32,900,0,0,1.0,0.0,4,0.55,0.01
0.75,32,900,0,0,1.0,0.0,4,0.55,0.012
0.75,32,900,0,0,1.0,0.0,4,0.55,0.016
0.75,32,900,0,0,1.0,0.0,4,0.55,0.02
0.75,32,900,0,0,1.0,0.0,4,0.55,0.025
0.75,32,900,0,0,1.0,0.0,4,0.55,0.03
0.75,32,900,0,0,1.0,0.0,4,0.55,0.04
0.75,32,900,0,0,1.0,0.0,4,0.55,0.05
0.75,32,900,0,0,1.0,0.0,4,0.55,0.063
0.75,32,900,0,0,1.0,0.0,4,0.55,0.08
0.75,32,900,0,0,1.0,0.0,4,0.55,0.1
0.75,32,600,0,0,1.0,0.0,4,0.6,0.0015
0.75,32,600,0,0,1.0,0.0,4,0.6,0.002
0.75,32,600,0,0,1.0,0.0,4,0.6,0.0025
0.75,32,600,0,0,1.0,0.0,4,0.6,0.003
0.75,32,600,0,0,1.0,0.0,4,0.6,0.004
0.75,32,600,0,0,1.0,0.0,4,0.6,0.005
0.75,32,600,0,0,1.0,0.0,4,0.6,0.006
0.75,32,600,0,0,1.0,0.0,4,0.6,0.008
0.75,32,600,0,0,1.0,0.0,4,0.6,0.01
0.75,32,600,0,0,1.0,0.0,4,0.6,0.012
0.75,32,600,0,0,1.0,0.0,4,0.6,0.016
0.75,32,600,0,0,1.0,0.0,4,0.6,0.02
0.75,32,600,0,0,1.0,0.0,4,0.6,0.025
0.75,32,600,0,0,1.0,0.0,4,0.6,0.03
0.75,32,600,0,0,1.0,0.0,4,0.6,0.04
0.75,32,600,0,0,1.0,0.0,4,0.6,0.05
0.75,32,600,0,0,1.0,0.0,4,0.6,0.063
0.75,32,600,0,0,1.0,0.0,4,0.65,0.0013
0.75,32,600,0,0,1.0,0.0,4,0.65,0.0015
0.75,32,600,0,0,1.0,0.0,4,0.65,0.002
0.75,32,600,0,0,1.0,0.0,4,0.65,0.0025
0.75,32,600,0,0,1.0,0.0,4,0.65,0.003
0.75,32,600,0,0,1.0,0.0,4,0.65,0.004
0.75,32,600,0,0,1.0,0.0,4,0.65,0.005
0.75,32,600,0,0,1.0,0.0,4,0.65,0.006
0.75,32,600,0,0,1.0,0.0,4,0.65,0.008
0.75,32,600,0,0,1.0,0.0,4,0.65,0.01
0.75,32,600,0,0,1.0,0.0,4,0.65,0.012
0.75,32,600,0,0,1.0,0.0,4,0.65,0.016
0.75,32,600,0,0,1.0,0.0,4,0.65,0.02
0.75,32,600,0,0,1.0,0.0,4,0.65,0.025
0.75,32,600,0,0,1.0,0.0,4,0.65,0.03
0.75,32,600,0,0,1.0,0.0,4,0.65,0.04
0.75,32,600,0,0,1.0,0.0,4,0.65,0.05
0.75,32,600,0,0,1.0,0.0,4,0.7,0.0013
0.75,32,600,0,0,1.0,0.0,4,0.7,0.0015
0.75,32,600,0,0,1.0,0.0,4,0.7,0.002
0.75,32,600,0,0,1.0,0.0,4,0.7,0.0025
0.75,32,600,0,0,1.0,0.0,4,0.7,0.003
0.75,32,600,0,0,1.0,0.0,4,0.7,0.004
0.75,32,600,0,0,1.0,0.0,4,0.7,0.005
